0,0.875445,0.088235
3,0.879004,0.088235
6,0.882562,0.088235
8,0.886121,0.088235
21,0.879004,0.117647
23,0.882562,0.117647
29,0.882562,0.147059
31,0.857651,0.176471
34,0.861210,0.176471
35,0.864769,0.176471
36,0.868327,0.176471
49,0.871886,0.176471
58,0.868327,0.205882
60,0.864769,0.235294
62,0.868327,0.235294
64,0.868327,0.264706
65,0.871886,0.264706
74,0.875445,0.264706
76,0.879004,0.264706
89,0.882562,0.264706
99,0.879004,0.294118
117,0.882562,0.323529
131,0.886121,0.323529
137,0.893238,0.323529
149,0.879004,0.352941
155,0.871886,0.382353
159,0.875445,0.382353
160,0.879004,0.382353
168,0.882562,0.382353
171,0.868327,0.411765
172,0.871886,0.411765
183,0.875445,0.441176
184,0.879004,0.441176
191,0.882562,0.441176
199,0.886121,0.441176
203,0.889680,0.441176
205,0.893238,0.441176
214,0.882562,0.470588
245,0.879004,0.500000
247,0.882562,0.500000
256,0.889680,0.500000
322,0.886121,0.529412
329,0.893238,0.529412
341,0.900356,0.529412
364,0.903915,0.529412
446,0.893238,0.558824
455,0.896797,0.558824
459,0.900356,0.558824
471,0.903915,0.558824
477,0.907473,0.588235
534,0.914591,0.588235
544,0.911032,0.617647
546,0.914591,0.617647
595,0.911032,0.647059
601,0.886121,0.676471
620,0.882562,0.705882
630,0.889680,0.705882
659,0.893238,0.705882
660,0.896797,0.705882
684,0.889680,0.735294
717,0.896797,0.735294
740,0.900356,0.735294
747,0.896797,0.764706
804,0.879004,0.794118
862,0.882562,0.794118
871,0.889680,0.794118
891,0.893238,0.794118
913,0.896797,0.794118
1006,0.875445,0.823529
1037,0.861210,0.852941
1047,0.854093,0.882353
1095,0.886121,0.852941
1140,0.889680,0.852941
1141,0.896797,0.852941
1285,0.900356,0.852941
