0,0.961538,0.136364
12,0.974359,0.136364
24,0.987179,0.136364
29,0.980769,0.181818
40,0.987179,0.181818
41,0.974359,0.227273
43,0.980769,0.227273
49,0.987179,0.227273
58,0.987179,0.272727
69,0.967949,0.318182
72,0.974359,0.318182
106,0.974359,0.363636
154,0.980769,0.363636
170,0.974359,0.409091
175,0.980769,0.409091
181,0.980769,0.454545
201,0.980769,0.500000
218,0.955128,0.545455
220,0.961538,0.545455
369,0.955128,0.590909
690,0.961538,0.590909
814,0.955128,0.636364
838,0.961538,0.636364
843,0.961538,0.681818
962,0.916667,0.727273
991,0.929487,0.727273
1060,0.935897,0.727273
1156,0.929487,0.772727
1162,0.935897,0.772727
1178,0.891026,0.818182
1183,0.897436,0.818182
1186,0.903846,0.818182
1229,0.910256,0.818182
1342,0.884615,0.863636
1345,0.903846,0.863636
1362,0.916667,0.863636
