0,0.835125,0.090909
6,0.838710,0.090909
12,0.842294,0.090909
13,0.845878,0.113636
15,0.849462,0.136364
20,0.853047,0.136364
21,0.838710,0.159091
24,0.842294,0.159091
49,0.831541,0.181818
61,0.835125,0.181818
86,0.831541,0.204545
90,0.835125,0.204545
95,0.838710,0.204545
108,0.842294,0.204545
110,0.845878,0.204545
117,0.849462,0.204545
130,0.853047,0.227273
136,0.856631,0.227273
139,0.860215,0.227273
140,0.863799,0.227273
152,0.863799,0.250000
158,0.853047,0.272727
162,0.856631,0.272727
176,0.856631,0.295455
181,0.853047,0.318182
182,0.845878,0.340909
190,0.849462,0.340909
194,0.845878,0.363636
196,0.849462,0.363636
204,0.842294,0.386364
207,0.845878,0.386364
236,0.849462,0.386364
255,0.860215,0.386364
264,0.853047,0.409091
265,0.856631,0.409091
272,0.860215,0.431818
279,0.867384,0.454545
280,0.863799,0.477273
298,0.870968,0.500000
359,0.874552,0.500000
407,0.860215,0.522727
435,0.867384,0.522727
629,0.870968,0.522727
695,0.856631,0.545455
699,0.860215,0.545455
705,0.863799,0.545455
724,0.867384,0.545455
761,0.870968,0.545455
771,0.874552,0.568182
773,0.878136,0.568182
787,0.881720,0.568182
936,0.885305,0.568182
942,0.867384,0.590909
951,0.870968,0.590909
1023,0.878136,0.613636
1025,0.888889,0.613636
1035,0.892473,0.613636
1040,0.896057,0.613636
1054,0.903226,0.613636
1075,0.899642,0.636364
1079,0.899642,0.659091
1082,0.910394,0.659091
1100,0.917563,0.659091
1247,0.903226,0.681818
1308,0.906810,0.681818
1817,0.899642,0.704545
1850,0.903226,0.704545
1999,0.906810,0.704545
2077,0.910394,0.704545
2195,0.913979,0.704545
2208,0.913979,0.727273
2220,0.917563,0.727273
