0,0.942308,0.136364
15,0.948718,0.136364
17,0.955128,0.181818
22,0.948718,0.227273
27,0.948718,0.272727
28,0.948718,0.318182
33,0.955128,0.318182
41,0.948718,0.363636
44,0.955128,0.363636
57,0.961538,0.363636
69,0.955128,0.409091
70,0.948718,0.454545
106,0.961538,0.500000
109,0.955128,0.545455
154,0.942308,0.590909
156,0.948718,0.590909
170,0.942308,0.636364
181,0.903846,0.681818
206,0.916667,0.681818
210,0.923077,0.681818
230,0.929487,0.681818
241,0.923077,0.727273
274,0.929487,0.727273
332,0.910256,0.772727
342,0.929487,0.772727
611,0.903846,0.818182
615,0.910256,0.818182
