0,0.874552,0.090909
8,0.878136,0.090909
9,0.867384,0.113636
12,0.870968,0.113636
21,0.867384,0.136364
27,0.874552,0.136364
33,0.878136,0.136364
41,0.874552,0.159091
43,0.878136,0.159091
48,0.881720,0.159091
49,0.874552,0.181818
56,0.878136,0.181818
59,0.881720,0.181818
63,0.885305,0.181818
99,0.888889,0.181818
107,0.892473,0.204545
135,0.888889,0.227273
138,0.892473,0.227273
157,0.888889,0.250000
161,0.881720,0.272727
176,0.870968,0.295455
189,0.874552,0.295455
201,0.878136,0.295455
204,0.874552,0.318182
206,0.878136,0.318182
208,0.881720,0.318182
209,0.867384,0.340909
213,0.870968,0.340909
226,0.874552,0.340909
249,0.860215,0.363636
255,0.863799,0.363636
257,0.870968,0.363636
265,0.874552,0.363636
272,0.878136,0.386364
274,0.881720,0.386364
279,0.867384,0.409091
290,0.870968,0.409091
292,0.874552,0.409091
312,0.867384,0.431818
316,0.870968,0.431818
317,0.881720,0.431818
363,0.885305,0.431818
382,0.878136,0.454545
384,0.881720,0.454545
392,0.878136,0.477273
401,0.881720,0.477273
414,0.885305,0.477273
416,0.892473,0.477273
423,0.899642,0.477273
433,0.903226,0.477273
435,0.906810,0.477273
462,0.885305,0.500000
467,0.888889,0.500000
472,0.874552,0.522727
476,0.878136,0.522727
498,0.881720,0.522727
513,0.885305,0.545455
516,0.888889,0.545455
524,0.892473,0.545455
613,0.881720,0.568182
618,0.906810,0.545455
661,0.910394,0.545455
691,0.913979,0.545455
759,0.917563,0.545455
1023,0.896057,0.568182
1024,0.903226,0.568182
1039,0.906810,0.568182
1063,0.910394,0.568182
1064,0.910394,0.590909
1326,0.913979,0.590909
1464,0.896057,0.613636
1473,0.899642,0.613636
1511,0.885305,0.636364
1516,0.863799,0.659091
1527,0.856631,0.681818
1554,0.860215,0.681818
1561,0.863799,0.681818
1598,0.863799,0.704545
1618,0.870968,0.704545
1754,0.867384,0.727273
1791,0.878136,0.727273
1822,0.885305,0.727273
1917,0.874552,0.750000
1923,0.878136,0.750000
1977,0.881720,0.750000
1992,0.885305,0.750000
2029,0.896057,0.750000
2099,0.892473,0.772727
2202,0.896057,0.772727
2239,0.899642,0.772727
2716,0.892473,0.795455
2722,0.896057,0.795455
2726,0.899642,0.795455
2733,0.903226,0.795455
3605,0.906810,0.795455
