0,0.825623,0.088235
1,0.829181,0.088235
5,0.839858,0.088235
8,0.843416,0.088235
19,0.832740,0.117647
22,0.836299,0.117647
29,0.839858,0.117647
31,0.836299,0.147059
35,0.846975,0.147059
51,0.839858,0.176471
52,0.843416,0.176471
58,0.832740,0.205882
59,0.836299,0.235294
60,0.843416,0.235294
75,0.854093,0.264706
96,0.854093,0.294118
117,0.843416,0.323529
118,0.846975,0.323529
128,0.850534,0.323529
132,0.854093,0.323529
137,0.857651,0.323529
143,0.861210,0.323529
146,0.864769,0.323529
160,0.871886,0.323529
163,0.864769,0.352941
168,0.864769,0.382353
172,0.868327,0.382353
173,0.854093,0.411765
176,0.861210,0.411765
192,0.864769,0.411765
198,0.868327,0.411765
201,0.882562,0.411765
219,0.889680,0.441176
251,0.882562,0.470588
279,0.893238,0.470588
282,0.889680,0.500000
285,0.896797,0.500000
334,0.900356,0.500000
339,0.903915,0.500000
344,0.907473,0.500000
359,0.907473,0.529412
398,0.914591,0.529412
432,0.911032,0.558824
443,0.918149,0.558824
446,0.907473,0.588235
449,0.911032,0.588235
450,0.914591,0.588235
526,0.911032,0.617647
541,0.893238,0.647059
558,0.896797,0.647059
566,0.903915,0.647059
620,0.879004,0.676471
625,0.882562,0.676471
643,0.893238,0.676471
656,0.896797,0.676471
751,0.875445,0.705882
768,0.886121,0.705882
777,0.896797,0.705882
804,0.868327,0.735294
817,0.871886,0.735294
826,0.875445,0.735294
860,0.879004,0.735294
876,0.889680,0.735294
884,0.893238,0.735294
896,0.889680,0.764706
928,0.900356,0.764706
952,0.875445,0.794118
955,0.879004,0.794118
973,0.879004,0.823529
1002,0.882562,0.823529
1006,0.857651,0.852941
1023,0.864769,0.852941
1047,0.846975,0.882353
1063,0.889680,0.852941
1086,0.896797,0.852941
1088,0.903915,0.852941
1095,0.907473,0.852941
1146,0.886121,0.882353
1162,0.889680,0.882353
1332,0.893238,0.882353
1491,0.896797,0.882353
1514,0.900356,0.882353
1529,0.871886,0.911765
1533,0.914591,0.882353
1562,0.918149,0.882353
1621,0.893238,0.911765
1628,0.896797,0.911765
1650,0.903915,0.911765
1749,0.935943,0.882353
1799,0.943061,0.882353
2159,0.946619,0.882353
