0,0.923077,0.136364
8,0.923077,0.181818
12,0.935897,0.181818
28,0.935897,0.227273
29,0.942308,0.227273
33,0.942308,0.272727
41,0.942308,0.318182
70,0.923077,0.363636
76,0.929487,0.363636
106,0.929487,0.409091
113,0.935897,0.409091
122,0.929487,0.454545
125,0.935897,0.454545
149,0.942308,0.454545
154,0.942308,0.500000
164,0.948718,0.500000
181,0.929487,0.545455
189,0.935897,0.545455
209,0.942308,0.545455
263,0.948718,0.545455
269,0.955128,0.545455
278,0.916667,0.590909
279,0.903846,0.636364
286,0.916667,0.636364
288,0.916667,0.681818
332,0.903846,0.727273
340,0.916667,0.727273
362,0.923077,0.727273
373,0.929487,0.727273
