0,0.871886,0.088235
4,0.875445,0.088235
19,0.857651,0.117647
25,0.857651,0.147059
31,0.846975,0.176471
32,0.868327,0.176471
39,0.871886,0.176471
41,0.875445,0.176471
68,0.875445,0.205882
96,0.868327,0.235294
108,0.871886,0.235294
136,0.875445,0.235294
147,0.868327,0.264706
150,0.871886,0.264706
151,0.875445,0.264706
154,0.879004,0.264706
251,0.864769,0.294118
253,0.868327,0.294118
267,0.871886,0.294118
268,0.879004,0.323529
289,0.864769,0.352941
292,0.868327,0.352941
298,0.861210,0.382353
299,0.864769,0.382353
322,0.882562,0.382353
329,0.889680,0.382353
339,0.893238,0.382353
352,0.896797,0.382353
417,0.886121,0.411765
430,0.893238,0.441176
431,0.903915,0.441176
437,0.907473,0.441176
482,0.903915,0.470588
483,0.907473,0.470588
523,0.903915,0.500000
546,0.896797,0.529412
556,0.900356,0.529412
610,0.896797,0.558824
611,0.903915,0.558824
864,0.907473,0.558824
1002,0.886121,0.588235
1003,0.893238,0.588235
1070,0.896797,0.588235
1077,0.900356,0.588235
1105,0.903915,0.588235
1225,0.893238,0.617647
1283,0.896797,0.617647
1291,0.900356,0.617647
1499,0.903915,0.617647
